date,open,high,low,close
2024-02-13 10:50:00,1.26655,1.26671,1.26648,1.26654
2024-02-13 10:55:00,1.26653,1.26685,1.26644,1.26682
2024-02-13 11:00:00,1.26682,1.26699,1.2667,1.2669
2024-02-13 11:05:00,1.2669,1.26757,1.26685,1.26748
2024-02-13 11:10:00,1.26749,1.2675,1.26708,1.26714
2024-02-13 11:15:00,1.26714,1.26746,1.26703,1.26746
2024-02-13 11:20:00,1.26746,1.26762,1.26725,1.26758
2024-02-13 11:25:00,1.26759,1.26764,1.26715,1.26736
2024-02-13 11:30:00,1.26736,1.26738,1.26716,1.26724
2024-02-13 11:35:00,1.26723,1.26723,1.2668,1.26687
2024-02-13 11:40:00,1.26686,1.2669,1.26634,1.26635
2024-02-13 11:45:00,1.26636,1.26652,1.26615,1.26615
2024-02-13 11:50:00,1.26615,1.26638,1.2661,1.26636
2024-02-13 11:55:00,1.26635,1.26683,1.26629,1.2668
2024-02-13 12:00:00,1.26678,1.26705,1.26663,1.26678
2024-02-13 12:05:00,1.26678,1.26698,1.26656,1.26658
2024-02-13 12:10:00,1.26657,1.26709,1.26633,1.26698
2024-02-13 12:15:00,1.26698,1.26706,1.26664,1.2668
2024-02-13 12:20:00,1.26681,1.26703,1.2666,1.26696
2024-02-13 12:25:00,1.26696,1.26726,1.26684,1.26716
2024-02-13 12:30:00,1.26716,1.26747,1.26698,1.267
2024-02-13 12:35:00,1.26699,1.26708,1.26685,1.26698
2024-02-13 12:40:00,1.267,1.2672,1.26686,1.26718
2024-02-13 12:45:00,1.26718,1.2675,1.26709,1.26742
2024-02-13 12:50:00,1.26742,1.2677,1.26736,1.2677
2024-02-13 12:55:00,1.2677,1.26776,1.26747,1.2676
2024-02-13 13:00:00,1.2676,1.26796,1.26754,1.26788
2024-02-13 13:05:00,1.26787,1.26839,1.26778,1.26829
2024-02-13 13:10:00,1.26829,1.2683,1.26804,1.26828
2024-02-13 13:15:00,1.26827,1.26833,1.26772,1.26774
2024-02-13 13:20:00,1.26774,1.26796,1.26754,1.26786
2024-02-13 13:25:00,1.26786,1.26799,1.26746,1.26778
2024-02-13 13:30:00,1.26786,1.2692,1.25936,1.25962
2024-02-13 13:35:00,1.25962,1.26049,1.25901,1.26007
2024-02-13 13:40:00,1.26006,1.26014,1.2591,1.25982
2024-02-13 13:45:00,1.25982,1.26004,1.25904,1.25936
2024-02-13 13:50:00,1.25934,1.26047,1.25912,1.25953
2024-02-13 13:55:00,1.25952,1.26,1.25906,1.2593
2024-02-13 14:00:00,1.2593,1.2593,1.258,1.25851
2024-02-13 14:05:00,1.25852,1.25904,1.25798,1.25902
2024-02-13 14:10:00,1.25901,1.25935,1.25874,1.25926
2024-02-13 14:15:00,1.25926,1.26065,1.25916,1.26036
2024-02-13 14:20:00,1.26036,1.26036,1.25944,1.2596
2024-02-13 14:25:00,1.25959,1.26055,1.25957,1.26042
2024-02-13 14:30:00,1.26042,1.26042,1.25952,1.25984
2024-02-13 14:35:00,1.25985,1.26033,1.25938,1.25946
2024-02-13 14:40:00,1.25946,1.26058,1.25932,1.26026
2024-02-13 14:45:00,1.26026,1.26063,1.25959,1.25977
